From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Keyword ID	Keywords	Gene Names (ORF)	Gene Names (primary)	Organism (ID)	Proteomes	Virus hosts	Taxonomic lineage	Taxonomic lineage (Ids)	3D	Helix	Turn	Beta strand	Motif	Zinc finger	Protein families
YP_081568.1	F5H8Q3	reviewed	UL148_HCMVM	Membrane protein UL148	UL148	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	316	suppression by virus of host innate immune response [GO:0039503]	host cell endoplasmic reticulum membrane [GO:0044167]; integral component of membrane [GO:0016021]; suppression by virus of host innate immune response [GO:0039503]	GO:0016021; GO:0039503; GO:0044167		host cell endoplasmic reticulum membrane [GO:0044167]; integral component of membrane [GO:0016021]	KW-1038; KW-1043; KW-0945; KW-1090; KW-0472; KW-1185; KW-0732; KW-0812; KW-1133; KW-0899	Host endoplasmic reticulum;Host membrane;Host-virus interaction;Inhibition of host innate immune response by virus;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Viral immunoevasion		UL148	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081569.1	Q6SX32	unreviewed	Q6SX32_HCMV	Membrane protein UL147A (ORFL280C_UL147A) (UL147A)	UL147A HHV5wtgp115	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	75						KW-1185	Reference proteome	HHV5wtgp115	UL147A	10359	UP000098826: Genome; UP000099255: Genome; UP000101363: Genome; UP000105751: Genome; UP000106410: Genome; UP000109830: Genome; UP000110038: Genome; UP000112015: Genome; UP000113744: Genome; UP000114775: Genome; UP000118997: Genome; UP000119195: Genome; UP000120041: Genome; UP000127211: Genome; UP000132176: Genome; UP000137631: Genome; UP000138856: Genome; UP000139224: Genome; UP000140791: Genome; UP000146391: Genome; UP000151591: Genome; UP000153602: Genome; UP000158322: Genome; UP000158879: Genome; UP000159249: Genome; UP000165829: Genome; UP000169355: Genome; UP000172903: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081569.1	B8YEE6	unreviewed	B8YEE6_HCMVA	Membrane protein UL147A	UL147A	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	75									UL147A	10360	UP000180728: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081569.1	F5H8R0	reviewed	U147A_HCMVM	Uncharacterized protein UL147A	UL147A	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	75		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	GO:0016021; GO:0033644		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	KW-1043; KW-0472; KW-1185; KW-0732; KW-0812; KW-1133	Host membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix		UL147A	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081570.1	B5L6X7	unreviewed	B5L6X7_HCMV	Alpha-chemokine UL147 (Chemokine vCXCL2)	UL147	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	159	defense response [GO:0006952]; immune response [GO:0006955]	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; chemokine activity [GO:0008009]; defense response [GO:0006952]; immune response [GO:0006955]	GO:0005576; GO:0006952; GO:0006955; GO:0008009; GO:0016021	chemokine activity [GO:0008009]	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL147	10359	UP000114775: Genome; UP000158322: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Intercrine alpha (chemokine CxC) family
YP_081570.1	F5HA06	reviewed	UL147_HCMVM	Putative viral CXC chemokine 2 (vCXCL2)	UL147	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	159	defense response [GO:0006952]; immune response [GO:0006955]	extracellular region [GO:0005576]; chemokine activity [GO:0008009]; defense response [GO:0006952]; immune response [GO:0006955]	GO:0005576; GO:0006952; GO:0006955; GO:0008009	chemokine activity [GO:0008009]	extracellular region [GO:0005576]	KW-1015; KW-1185	Disulfide bond;Reference proteome		UL147	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Intercrine alpha (chemokine CxC) family
YP_081571.1	Q5SEA4	unreviewed	Q5SEA4_HCMV	Alpha-chemokine UL146 (Chemokine vCXCL1) (UL146) (VCXCL1)	UL146	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	120	immune response [GO:0006955]	extracellular region [GO:0005576]; chemokine activity [GO:0008009]; immune response [GO:0006955]	GO:0005576; GO:0006955; GO:0008009	chemokine activity [GO:0008009]	extracellular region [GO:0005576]				UL146	10359	UP000102156: Genome; UP000109830: Genome; UP000114775: Genome; UP000158322: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081571.1	F5HBX1	reviewed	CXCL1_HCMVM	Chemokine vCXCL1	UL146	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	120	immune response [GO:0006955]; suppression by virus of host chemokine activity [GO:0039553]	extracellular region [GO:0005576]; chemokine activity [GO:0008009]; immune response [GO:0006955]; suppression by virus of host chemokine activity [GO:0039553]	GO:0005576; GO:0006955; GO:0008009; GO:0039553	chemokine activity [GO:0008009]	extracellular region [GO:0005576]	KW-0945; KW-1086; KW-1185; KW-0899	Host-virus interaction;Inhibition of host chemokines by virus;Reference proteome;Viral immunoevasion		UL146	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Intercrine alpha (chemokine CxC) family
YP_081572.1	D2IGA4	unreviewed	D2IGA4_HCMV	Protein UL145 (UL145)	UL145	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	130									UL145	10359	UP000102156: Genome; UP000112299: Genome; UP000114775: Genome; UP000126723: Genome; UP000129533: Genome; UP000144308: Genome; UP000158322: Genome; UP000174029: Genome; UP000174492: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081572.1	F5HF44	reviewed	UL145_HCMVM	Protein UL145	UL145	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	130						KW-1185	Reference proteome		UL145	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081573.1	Q9PWX6	unreviewed	Q9PWX6_HCMV	Membrane glycoprotein UL144 (TNF alpha-like receptor UL144) (TNF-alfa-like receptor) (UL144) (UL144 protein)	UL144	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	176		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0675; KW-0812; KW-1133	Membrane;Receptor;Transmembrane;Transmembrane helix		UL144	10359	UP000102156: Genome; UP000114775: Genome; UP000158322: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081573.1	F5HAM0	reviewed	UL144_HCMVM	Membrane glycoprotein UL144 (TNF alpha-like receptor UL144) (UL144 protein)	UL144 HHV5wtgp119	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	176	induction by virus of host NF-kappaB cascade [GO:0039652]	integral component of membrane [GO:0016021]; induction by virus of host NF-kappaB cascade [GO:0039652]	GO:0016021; GO:0039652		integral component of membrane [GO:0016021]	KW-1074; KW-1015; KW-0945; KW-0472; KW-1185; KW-0677; KW-0732; KW-0812; KW-1133	Activation of host NF-kappa-B by virus;Disulfide bond;Host-virus interaction;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	HHV5wtgp119	UL144	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081573.1	V9LMD0	unreviewed	V9LMD0_HCMVM	Membrane glycoprotein UL144	UL144	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	176		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL144	295027	UP000169440: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081574.1	D2K3T4	unreviewed	D2K3T4_HCMV	Membrane glycoprotein UL142	UL142	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	305									UL142	10359	UP000114775: Genome; UP000158322: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081574.1	F5HHH2	reviewed	UL142_HCMVM	Membrane glycoprotein UL142	UL142	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	305		host cell endoplasmic reticulum membrane [GO:0044167]; host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	GO:0016021; GO:0044167; GO:0044178		host cell endoplasmic reticulum membrane [GO:0044167]; host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-1038; KW-1040; KW-1043; KW-0472; KW-1185; KW-0732; KW-0812; KW-1133	Host endoplasmic reticulum;Host Golgi apparatus;Host membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix		UL142	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081575.1	D2K3T5	unreviewed	D2K3T5_HCMV	Membrane glycoprotein UL141 (Protein UL141) (UL141)	UL141	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	338		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL141	10359	UP000103048: Genome; UP000104321: Genome; UP000114775: Genome; UP000132954: Genome; UP000139414: Genome; UP000143167: Genome; UP000148071: Genome; UP000155517: Genome; UP000157654: Genome; UP000158322: Genome; UP000164301: Genome; UP000167502: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081575.1	Q6RJQ3	reviewed	UL141_HCMVM	Protein UL141	UL141	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	338	evasion by virus of host natural killer cell activity [GO:0039671]	host cell endoplasmic reticulum membrane [GO:0044167]; integral component of membrane [GO:0016021]; evasion by virus of host natural killer cell activity [GO:0039671]	GO:0016021; GO:0039671; GO:0044167		host cell endoplasmic reticulum membrane [GO:0044167]; integral component of membrane [GO:0016021]	KW-0002; KW-0325; KW-1038; KW-1043; KW-0945; KW-0472; KW-1131; KW-1185; KW-0732; KW-0812; KW-1133; KW-0899	3D-structure;Glycoprotein;Host endoplasmic reticulum;Host membrane;Host-virus interaction;Membrane;Modulation of host NK-cell activity by virus;Reference proteome;Signal;Transmembrane;Transmembrane helix;Viral immunoevasion		UL141	295027	UP000000938: Genome; UP000169440: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)	X-ray crystallography (2)	HELIX 47..50; /evidence="ECO:0007829|PDB:4I9X"; HELIX 192..194; /evidence="ECO:0007829|PDB:4I9X"; HELIX 235..238; /evidence="ECO:0007829|PDB:4I9X"	TURN 97..99; /evidence="ECO:0007829|PDB:4I9X"; TURN 106..110; /evidence="ECO:0007829|PDB:4I9X"; TURN 135..137; /evidence="ECO:0007829|PDB:4I9X"	STRAND 39..43; /evidence="ECO:0007829|PDB:4I9X"; STRAND 62..71; /evidence="ECO:0007829|PDB:4I9X"; STRAND 75..86; /evidence="ECO:0007829|PDB:4I9X"; STRAND 91..96; /evidence="ECO:0007829|PDB:4I9X"; STRAND 102..105; /evidence="ECO:0007829|PDB:4I9X"; STRAND 115..120; /evidence="ECO:0007829|PDB:4I9X"; STRAND 122..132; /evidence="ECO:0007829|PDB:4I9X"; STRAND 139..146; /evidence="ECO:0007829|PDB:4I9X"; STRAND 148..165; /evidence="ECO:0007829|PDB:4I9X"; STRAND 183..186; /evidence="ECO:0007829|PDB:4I9X"; STRAND 195..199; /evidence="ECO:0007829|PDB:4I9X"; STRAND 209..213; /evidence="ECO:0007829|PDB:4I9X"			
